b_26	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Trachypithecus_pileatus
b_27	Aotus_trivirgatus,Ateles_geoffroyi,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Trachypithecus_pileatus
b_28	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana
b_29	Aotus_trivirgatus,Ateles_geoffroyi,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Trachypithecus_pileatus
b_30	Ateles_geoffroyi,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Macaca_thibetana,Mico_humeralifer,Trachypithecus_pileatus
b_31	Cercocebus_torquatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer
b_32	Aotus_trivirgatus,Eulemur_macaco,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Mico_humeralifer,Trachypithecus_pileatus
b_33	Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_34	Aotus_trivirgatus,Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco	Eulemur_rubriventer,Macaca_thibetana,Mico_humeralifer,Trachypithecus_pileatus
b_35	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Trachypithecus_pileatus
b_36	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Lemur_catta	Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_37	Ateles_geoffroyi,Eulemur_macaco,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_38	Aotus_trivirgatus,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_39	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_40	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_fulvus,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Trachypithecus_pileatus
b_41	Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_42	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco	Eulemur_rubriventer,Macaca_thibetana,Mico_humeralifer,Trachypithecus_pileatus
b_43	Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_44	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus,Lemur_catta	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana
b_45	Aotus_trivirgatus,Ateles_geoffroyi,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Macaca_thibetana,Mico_humeralifer,Trachypithecus_pileatus
b_46	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Mico_humeralifer
b_47	Aotus_trivirgatus,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_48	Aotus_trivirgatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_49	Ateles_geoffroyi,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_50	Cercocebus_torquatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_51	Aotus_trivirgatus,Ateles_geoffroyi,Eulemur_fulvus,Nomascus_concolor	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_52	Ateles_geoffroyi,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_53	Aotus_trivirgatus,Ateles_geoffroyi,Eulemur_fulvus,Lemur_catta	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana
b_54	Eulemur_fulvus,Eulemur_macaco,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana
b_55	Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Eulemur_rubriventer,Macaca_thibetana,Mico_humeralifer,Trachypithecus_pileatus
b_56	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer
b_57	Aotus_trivirgatus,Ateles_geoffroyi,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer
b_58	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco,Nomascus_concolor	Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_59	Cercocebus_torquatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_60	Aotus_trivirgatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Trachypithecus_pileatus
b_61	Aotus_trivirgatus,Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Mico_humeralifer
b_62	Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco,Nomascus_concolor	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_63	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco	Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_64	Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Trachypithecus_pileatus
b_65	Ateles_geoffroyi,Cercocebus_torquatus,Lemur_catta,Nomascus_concolor	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_66	Aotus_trivirgatus,Ateles_geoffroyi,Lemur_catta,Nomascus_concolor	Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_67	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_68	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer
b_69	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_fulvus,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Mico_humeralifer
b_70	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus,Nomascus_concolor	Alouatta_seniculus,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_71	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_fulvus,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Trachypithecus_pileatus
b_72	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_macaco,Nomascus_concolor	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_73	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Trachypithecus_pileatus
b_74	Eulemur_fulvus,Eulemur_macaco,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_75	Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_76	Aotus_trivirgatus,Ateles_geoffroyi,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Trachypithecus_pileatus
b_77	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Trachypithecus_pileatus
b_78	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer
b_79	Cercocebus_torquatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Mico_humeralifer,Trachypithecus_pileatus
b_80	Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_81	Ateles_geoffroyi,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_82	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer
b_83	Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_84	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Mico_humeralifer,Trachypithecus_pileatus
b_85	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_86	Aotus_trivirgatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana
b_87	Aotus_trivirgatus,Eulemur_fulvus,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Mico_humeralifer,Trachypithecus_pileatus
b_88	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Macaca_thibetana,Mico_humeralifer,Trachypithecus_pileatus
b_89	Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco,Lemur_catta	Alouatta_seniculus,Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer
b_90	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco	Alouatta_seniculus,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_91	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_fulvus	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana
b_92	Cercocebus_torquatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana
b_93	Aotus_trivirgatus,Eulemur_fulvus,Lemur_catta,Nomascus_concolor	Eulemur_rubriventer,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_94	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_macaco,Lemur_catta	Macaca_thibetana,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_95	Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco,Nomascus_concolor	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_96	Aotus_trivirgatus,Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana
b_97	Aotus_trivirgatus,Eulemur_fulvus,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Macaca_thibetana,Mico_humeralifer
b_98	Aotus_trivirgatus,Ateles_geoffroyi,Eulemur_fulvus,Eulemur_macaco	Eulemur_rubriventer,Macaca_thibetana,Macaca_tonkeana,Trachypithecus_pileatus
b_99	Aotus_trivirgatus,Cercocebus_torquatus,Eulemur_fulvus,Eulemur_macaco	Alouatta_seniculus,Macaca_tonkeana,Mico_humeralifer,Trachypithecus_pileatus
b_100	Ateles_geoffroyi,Cercocebus_torquatus,Eulemur_macaco,Nomascus_concolor	Alouatta_seniculus,Eulemur_rubriventer,Mico_humeralifer,Trachypithecus_pileatus
